temperature_c,humidity_pct,smoke_ppm,air_quality_ppm,mq2_volts,mq135_volts,flame_analog_volts,flame_detected,timestamp_s,episode_id,regime,regime_label,temp_rate_c_per_min,smoke_rate_ppm_per_min,heat_index_c,label,label_int
21.9,45.5,604.641,118.875,2.2282,2.2073,0.1499,0,85470.61,78,quiescent,SAFE,-9.0,-99.69,21.334,SAFE,0
22.0,45.9,602.811,120.079,2.2242,2.2185,0.1499,0,85472.61,78,quiescent,SAFE,3.0,-54.9,21.454,SAFE,0
22.0,45.2,601.866,123.641,2.225,2.2226,0.1499,0,85474.61,78,quiescent,SAFE,0.0,-28.35,21.436,SAFE,0
21.9,45.1,622.667,123.512,2.2363,2.2177,0.1499,0,85476.61,78,quiescent,SAFE,-3.0,624.03,21.323,SAFE,0
21.6,45.4,611.794,129.517,2.2258,2.2411,0.1499,0,85478.61,78,quiescent,SAFE,-9.0,-326.19,21.001,SAFE,0
21.9,45.5,590.168,127.987,2.2137,2.2363,0.1499,0,85480.61,78,quiescent,SAFE,9.0,-648.78,21.334,SAFE,0
21.8,45.2,591.546,130.542,2.2073,2.2459,0.1499,0,85482.61,78,quiescent,SAFE,-3.0,41.34,21.216,SAFE,0
21.8,44.8,632.143,124.988,2.2492,2.2258,0.1499,0,85484.61,78,quiescent,SAFE,0.0,1217.91,21.205,SAFE,0
21.8,45.0,647.234,122.623,2.2524,2.2169,0.1499,0,85486.61,78,quiescent,SAFE,0.0,452.73,21.211,SAFE,0
21.8,45.8,664.829,124.371,2.2685,2.2177,0.1499,0,85488.61,78,quiescent,SAFE,0.0,527.85,21.231,SAFE,0
21.3,45.9,647.671,123.993,2.2588,2.2258,0.1499,0,85490.61,78,quiescent,SAFE,-15.0,-514.74,20.684,SAFE,0
21.8,45.0,634.52,125.132,2.2564,2.2242,0.1499,0,85492.61,78,quiescent,SAFE,15.0,-394.53,21.211,SAFE,0
21.6,46.0,635.148,123.321,2.2484,2.2258,0.1499,0,85494.61,78,quiescent,SAFE,-6.0,18.84,21.017,SAFE,0
21.9,45.9,602.911,122.26,2.2266,2.2234,0.1499,0,85496.61,78,quiescent,SAFE,9.0,-967.11,21.344,SAFE,0
21.8,46.3,604.762,128.368,2.2266,2.2387,0.1499,0,85498.61,78,quiescent,SAFE,-3.0,55.53,21.245,SAFE,0
21.9,46.8,597.064,130.949,2.2137,2.2419,0.1499,0,85500.61,78,quiescent,SAFE,3.0,-230.94,21.368,SAFE,0
21.8,45.3,611.836,133.0,2.2274,2.25,0.1499,0,85502.61,78,quiescent,SAFE,-3.0,443.16,21.218,SAFE,0
21.9,44.0,603.279,129.311,2.2145,2.2451,0.1499,0,85504.61,78,quiescent,SAFE,3.0,-256.71,21.294,SAFE,0
21.8,44.5,592.068,123.943,2.2234,2.2177,0.1499,0,85506.61,78,quiescent,SAFE,-3.0,-336.33,21.198,SAFE,0
22.0,45.7,592.909,121.36,2.2145,2.2137,0.1499,0,85508.61,78,quiescent,SAFE,6.0,25.23,21.449,SAFE,0
21.9,44.8,576.871,119.217,2.2081,2.2137,0.1499,0,85510.61,78,quiescent,SAFE,-3.0,-481.14,21.315,SAFE,0
21.7,46.5,587.404,119.704,2.2121,2.2081,0.1499,0,85512.61,78,quiescent,SAFE,-6.0,315.99,21.14,SAFE,0
21.9,44.9,596.387,121.548,2.2201,2.2145,0.1499,0,85514.61,78,quiescent,SAFE,6.0,269.49,21.318,SAFE,0
21.8,45.8,583.745,119.411,2.2056,2.2073,0.1499,0,85516.61,78,quiescent,SAFE,-3.0,-379.26,21.231,SAFE,0
21.8,45.6,586.661,117.652,2.2073,2.2008,0.1499,0,85518.61,78,quiescent,SAFE,0.0,87.48,21.226,SAFE,0
21.7,44.6,583.881,118.701,2.2129,2.2016,0.1499,0,85520.61,78,quiescent,SAFE,-3.0,-83.4,21.09,SAFE,0
21.8,45.3,589.721,119.382,2.2218,2.2081,0.1499,0,85522.61,78,quiescent,SAFE,3.0,175.2,21.218,SAFE,0
22.0,46.3,587.914,118.346,2.2161,2.2056,0.1499,0,85524.61,78,quiescent,SAFE,6.0,-54.21,21.464,SAFE,0
21.8,45.2,586.278,116.223,2.2129,2.2024,0.1499,0,85526.61,78,quiescent,SAFE,-6.0,-49.08,21.216,SAFE,0
21.9,45.3,584.679,115.652,2.2056,2.1863,0.1499,0,85528.61,78,quiescent,SAFE,3.0,-47.97,21.328,SAFE,0
21.9,45.7,599.858,115.404,2.2242,2.1992,0.1499,0,85530.61,78,quiescent,SAFE,0.0,455.37,21.339,SAFE,0
21.8,45.4,592.358,112.901,2.2169,2.1927,0.1499,0,85532.61,78,quiescent,SAFE,-3.0,-225.0,21.221,SAFE,0
21.9,44.5,585.957,114.138,2.2145,2.1895,0.1499,0,85534.61,78,quiescent,SAFE,3.0,-192.03,21.308,SAFE,0
21.8,44.9,608.144,114.222,2.229,2.1919,0.1499,0,85536.61,78,quiescent,SAFE,-3.0,665.61,21.208,SAFE,0
21.7,45.0,593.001,113.287,2.2177,2.1871,0.1499,0,85538.61,78,quiescent,SAFE,-3.0,-454.29,21.101,SAFE,0
21.8,44.5,596.318,113.397,2.221,2.1936,0.1499,0,85540.61,78,quiescent,SAFE,3.0,99.51,21.198,SAFE,0
21.7,44.9,613.472,111.988,2.2371,2.1831,0.1499,0,85542.61,78,quiescent,SAFE,-3.0,514.62,21.098,SAFE,0
21.6,45.3,614.867,117.345,2.2387,2.2016,0.1499,0,85544.61,78,quiescent,SAFE,-3.0,41.85,20.998,SAFE,0
22.0,45.9,630.032,117.244,2.2475,2.2008,0.1499,0,85546.61,78,quiescent,SAFE,12.0,454.95,21.454,SAFE,0
21.7,45.3,608.82,117.285,2.2338,2.2064,0.1499,0,85548.61,78,quiescent,SAFE,-9.0,-636.36,21.108,SAFE,0
21.6,45.6,595.271,117.957,2.2121,2.2097,0.1499,0,85550.61,78,quiescent,SAFE,-3.0,-406.47,21.006,SAFE,0
21.9,45.4,603.151,118.395,2.225,2.2064,0.1499,0,85552.61,78,quiescent,SAFE,9.0,236.4,21.331,SAFE,0
22.0,43.9,611.065,119.512,2.229,2.2073,0.1499,0,85554.61,78,quiescent,SAFE,3.0,237.42,21.402,SAFE,0
21.8,45.2,613.832,121.789,2.2363,2.2185,0.1499,0,85556.61,78,quiescent,SAFE,-6.0,83.01,21.216,SAFE,0
21.9,44.1,598.677,120.366,2.2322,2.2105,0.1499,0,85558.61,78,quiescent,SAFE,3.0,-454.65,21.297,SAFE,0
22.0,46.1,619.419,118.23,2.2306,2.1992,0.1499,0,85560.61,78,quiescent,SAFE,3.0,622.26,21.459,SAFE,0
22.2,44.4,621.68,114.907,2.2467,2.1927,0.1499,0,85562.61,78,quiescent,SAFE,6.0,67.83,21.635,SAFE,0
22.0,45.3,629.601,115.27,2.2492,2.1944,0.1499,0,85564.61,78,quiescent,SAFE,-6.0,237.63,21.438,SAFE,0
21.7,44.4,621.659,118.574,2.2395,2.2073,0.1499,0,85566.61,78,quiescent,SAFE,-9.0,-238.26,21.085,SAFE,0
21.9,44.4,618.855,116.06,2.2387,2.1936,0.1499,0,85568.61,78,quiescent,SAFE,6.0,-84.12,21.305,SAFE,0
22.0,45.9,618.876,117.931,2.2355,2.2105,0.1499,0,85570.61,78,quiescent,SAFE,3.0,0.63,21.454,SAFE,0
21.5,44.4,623.892,118.026,2.2387,2.2064,0.1499,0,85572.61,78,quiescent,SAFE,-15.0,150.48,20.865,SAFE,0
22.0,43.9,616.902,119.563,2.2435,2.2089,0.1499,0,85574.61,78,quiescent,SAFE,15.0,-209.7,21.402,SAFE,0
21.5,45.3,605.069,117.35,2.2266,2.2032,0.1499,0,85576.61,78,quiescent,SAFE,-15.0,-354.99,20.888,SAFE,0
21.8,44.5,617.811,118.143,2.233,2.2097,0.1499,0,85578.61,78,quiescent,SAFE,9.0,382.26,21.198,SAFE,0
22.0,44.3,620.501,119.03,2.2395,2.2081,0.1499,0,85580.61,78,quiescent,SAFE,6.0,80.7,21.412,SAFE,0
21.7,46.2,612.659,121.937,2.2314,2.2177,0.1499,0,85582.61,78,quiescent,SAFE,-9.0,-235.26,21.132,SAFE,0
22.1,47.0,596.031,119.663,2.2169,2.2121,0.1499,0,85584.61,78,quiescent,SAFE,12.0,-498.84,21.593,SAFE,0
21.6,45.0,590.776,123.208,2.2081,2.2185,0.1499,0,85586.61,78,quiescent,SAFE,-15.0,-157.65,20.991,SAFE,0
22.0,45.6,582.977,124.387,2.2097,2.2242,0.1499,0,85588.61,78,quiescent,SAFE,12.0,-233.97,21.446,SAFE,0
21.9,45.1,582.683,121.362,2.2097,2.2185,0.1499,0,85590.61,78,quiescent,SAFE,-3.0,-8.82,21.323,SAFE,0
22.0,45.4,580.923,127.593,2.2048,2.2322,0.1499,0,85592.61,78,quiescent,SAFE,3.0,-52.8,21.441,SAFE,0
22.0,44.9,590.733,129.667,2.2177,2.2427,0.1499,0,85594.61,78,quiescent,SAFE,0.0,294.3,21.428,SAFE,0
22.0,44.7,607.637,129.656,2.2274,2.2435,0.1499,0,85596.61,78,quiescent,SAFE,0.0,507.12,21.423,SAFE,0
21.8,45.8,595.007,130.101,2.2121,2.2475,0.1499,0,85598.61,78,quiescent,SAFE,-6.0,-378.9,21.231,SAFE,0
21.7,46.3,614.104,125.11,2.233,2.2274,0.1499,0,85600.61,78,quiescent,SAFE,-3.0,572.91,21.135,SAFE,0
21.9,44.9,603.392,126.8,2.2218,2.2306,0.1499,0,85602.61,78,quiescent,SAFE,6.0,-321.36,21.318,SAFE,0
21.9,45.0,605.675,129.437,2.2218,2.2395,0.1499,0,85604.61,78,quiescent,SAFE,0.0,68.49,21.321,SAFE,0
21.6,44.6,609.346,129.031,2.2322,2.2403,0.1499,0,85606.61,78,quiescent,SAFE,-9.0,110.13,20.98,SAFE,0
21.6,45.1,618.766,131.638,2.2371,2.2516,0.1499,0,85608.61,78,quiescent,SAFE,0.0,282.6,20.993,SAFE,0
22.0,45.8,646.55,129.888,2.254,2.2435,0.1499,0,85610.61,78,quiescent,SAFE,12.0,833.52,21.451,SAFE,0
21.6,44.5,645.507,129.475,2.2516,2.2347,0.1499,0,85612.61,78,quiescent,SAFE,-12.0,-31.29,20.977,SAFE,0
21.9,45.4,650.695,134.632,2.2629,2.2612,0.1499,0,85614.61,78,quiescent,SAFE,9.0,155.64,21.331,SAFE,0
21.7,45.7,675.997,134.149,2.2774,2.258,0.1499,0,85616.61,78,quiescent,SAFE,-6.0,759.06,21.119,SAFE,0
21.5,44.7,680.372,140.243,2.2814,2.2717,0.1499,0,85618.61,78,quiescent,SAFE,-6.0,131.25,20.873,SAFE,0
22.1,46.7,677.466,144.739,2.2806,2.2822,0.1499,0,85620.61,78,quiescent,SAFE,18.0,-87.18,21.585,SAFE,0
21.8,44.7,668.787,142.347,2.2766,2.2846,0.1499,0,85622.61,78,quiescent,SAFE,-9.0,-260.37,21.203,SAFE,0
21.7,45.3,661.623,139.205,2.2693,2.2645,0.1499,0,85624.61,78,quiescent,SAFE,-3.0,-214.92,21.108,SAFE,0
22.0,46.2,651.956,139.161,2.2637,2.2669,0.1499,0,85626.61,78,quiescent,SAFE,9.0,-290.01,21.462,SAFE,0
21.9,45.0,671.875,137.264,2.2758,2.2629,0.1499,0,85628.61,78,quiescent,SAFE,-3.0,597.57,21.321,SAFE,0
21.9,44.4,656.206,133.695,2.2564,2.2572,0.1499,0,85630.61,78,quiescent,SAFE,0.0,-470.07,21.305,SAFE,0
21.8,44.8,672.955,132.733,2.2749,2.2572,0.1499,0,85632.61,78,quiescent,SAFE,-3.0,502.47,21.205,SAFE,0
21.8,43.9,671.907,131.457,2.2774,2.2508,0.1499,0,85634.61,78,quiescent,SAFE,0.0,-31.44,21.182,SAFE,0
21.8,45.1,681.29,134.327,2.2774,2.258,0.1499,0,85636.61,78,quiescent,SAFE,0.0,281.49,21.213,SAFE,0
21.9,45.2,685.219,131.249,2.2814,2.2387,0.1499,0,85638.61,78,quiescent,SAFE,3.0,117.87,21.326,SAFE,0
22.0,45.5,705.844,130.998,2.2959,2.2435,0.1499,0,85640.61,78,quiescent,SAFE,3.0,618.75,21.444,SAFE,0
21.8,44.4,727.326,132.711,2.316,2.2484,0.1499,0,85642.61,78,quiescent,SAFE,-6.0,644.46,21.195,SAFE,0
21.9,44.7,742.875,139.201,2.3193,2.2661,0.1499,0,85644.61,78,quiescent,SAFE,3.0,466.47,21.313,SAFE,0
21.8,45.3,754.054,136.271,2.3249,2.2596,0.1499,0,85646.61,78,quiescent,SAFE,-3.0,335.37,21.218,SAFE,0
21.7,45.4,789.948,131.24,2.3451,2.2451,0.1499,0,85648.61,78,quiescent,SAFE,-3.0,1076.82,21.111,SAFE,0
22.1,45.1,771.314,125.361,2.3354,2.233,0.1499,0,85650.61,78,quiescent,SAFE,12.0,-559.02,21.543,SAFE,0
21.5,44.3,788.288,123.091,2.3531,2.2242,0.1499,0,85652.61,78,quiescent,SAFE,-18.0,509.22,20.862,SAFE,0
21.9,45.7,798.83,124.435,2.3499,2.2218,0.1499,0,85654.61,78,quiescent,SAFE,12.0,316.26,21.339,SAFE,0
21.6,45.1,812.642,123.816,2.3523,2.2282,0.1499,0,85656.61,78,quiescent,SAFE,-9.0,414.36,20.993,SAFE,0
21.8,45.6,796.772,122.155,2.3434,2.2282,0.1499,0,85658.61,78,quiescent,SAFE,6.0,-476.1,21.226,SAFE,0
22.0,44.2,814.724,121.546,2.3596,2.2153,0.1499,0,85660.61,78,quiescent,SAFE,6.0,538.56,21.41,SAFE,0
21.7,44.4,859.936,124.396,2.3845,2.225,0.1499,0,85662.61,78,quiescent,SAFE,-9.0,1356.36,21.085,SAFE,0
21.9,45.2,883.954,122.667,2.3942,2.2153,0.1499,0,85664.61,78,quiescent,SAFE,6.0,720.54,21.326,SAFE,0
21.8,44.2,887.498,125.587,2.3974,2.2314,0.1499,0,85666.61,78,quiescent,SAFE,-3.0,106.32,21.19,SAFE,0
21.8,46.1,875.384,125.268,2.3886,2.2274,0.1499,0,85668.61,78,quiescent,SAFE,0.0,-363.42,21.239,SAFE,0
21.8,44.4,853.172,122.689,2.3813,2.2169,0.1499,0,85670.61,78,quiescent,SAFE,0.0,-666.36,21.195,SAFE,0
21.9,45.3,872.491,125.872,2.3878,2.2282,0.1499,0,85672.61,78,quiescent,SAFE,3.0,579.57,21.328,SAFE,0
22.2,46.0,869.051,130.755,2.3902,2.2475,0.1499,0,85674.61,78,quiescent,SAFE,9.0,-103.2,21.677,SAFE,0
21.8,43.4,840.649,132.143,2.3853,2.2484,0.1499,0,85676.61,78,quiescent,SAFE,-12.0,-852.06,21.169,SAFE,0
21.6,45.2,804.485,131.671,2.3588,2.2451,0.1499,0,85678.61,78,quiescent,SAFE,-6.0,-1084.92,20.996,SAFE,0
21.9,45.9,807.167,130.79,2.3531,2.2403,0.1499,0,85680.61,78,quiescent,SAFE,9.0,80.46,21.344,SAFE,0
21.9,46.4,826.422,130.876,2.3644,2.2475,0.1499,0,85682.61,78,quiescent,SAFE,0.0,577.65,21.357,SAFE,0
21.9,44.5,823.573,135.807,2.362,2.2556,0.1499,0,85684.61,78,quiescent,SAFE,0.0,-85.47,21.308,SAFE,0
21.8,43.6,832.962,136.86,2.3733,2.2629,0.1499,0,85686.61,78,quiescent,SAFE,-3.0,281.67,21.174,SAFE,0
22.1,44.5,851.16,134.956,2.3829,2.258,0.1499,0,85688.61,78,quiescent,SAFE,9.0,545.94,21.528,SAFE,0
21.7,45.4,850.418,131.323,2.3692,2.2443,0.1499,0,85690.61,78,quiescent,SAFE,-12.0,-22.26,21.111,SAFE,0
21.7,44.6,831.477,134.019,2.3676,2.2516,0.1499,0,85692.61,78,quiescent,SAFE,0.0,-568.23,21.09,SAFE,0
22.2,44.8,858.639,134.248,2.3829,2.2556,0.1499,0,85694.61,78,quiescent,SAFE,15.0,814.86,21.645,SAFE,0
21.7,46.1,838.271,132.184,2.3789,2.2403,0.1499,0,85696.61,78,quiescent,SAFE,-15.0,-611.04,21.129,SAFE,0
21.8,44.9,814.88,129.448,2.3604,2.2379,0.1499,0,85698.61,78,quiescent,SAFE,3.0,-701.73,21.208,SAFE,0
21.6,44.5,815.409,131.183,2.3676,2.2451,0.1499,0,85700.61,78,quiescent,SAFE,-6.0,15.87,20.977,SAFE,0
21.8,46.7,790.683,129.354,2.3459,2.2443,0.1499,0,85702.61,78,quiescent,SAFE,6.0,-741.78,21.255,SAFE,0
22.2,45.7,783.884,125.077,2.3434,2.2242,0.1499,0,85704.61,78,quiescent,SAFE,12.0,-203.97,21.669,SAFE,0
22.2,45.6,788.204,120.446,2.3531,2.2129,0.1499,0,85706.61,78,quiescent,SAFE,0.0,129.6,21.666,SAFE,0
22.2,44.7,574.25,116.602,2.2008,2.1968,0.1499,0,85708.61,79,quiescent,SAFE,0.0,0.0,21.643,SAFE,0
21.8,45.2,575.802,116.528,2.2056,2.1984,0.1499,0,85710.61,79,quiescent,SAFE,-12.0,46.56,21.216,SAFE,0
21.7,44.4,565.632,119.944,2.1911,2.2177,0.1499,0,85712.61,79,quiescent,SAFE,-3.0,-305.1,21.085,SAFE,0
21.5,44.5,592.253,126.232,2.2105,2.233,0.1499,0,85714.61,79,quiescent,SAFE,-6.0,798.63,20.867,SAFE,0
21.8,45.9,612.237,130.162,2.2282,2.2451,0.1499,0,85716.61,79,quiescent,SAFE,9.0,599.52,21.234,SAFE,0
21.7,45.1,600.973,128.544,2.2266,2.2363,0.1499,0,85718.61,79,quiescent,SAFE,-3.0,-337.92,21.103,SAFE,0
21.8,44.6,596.083,130.73,2.2177,2.2403,0.1499,0,85720.61,79,quiescent,SAFE,3.0,-146.7,21.2,SAFE,0
21.6,45.1,601.959,126.757,2.2258,2.2322,0.1499,0,85722.61,79,quiescent,SAFE,-6.0,176.28,20.993,SAFE,0
22.0,44.5,604.154,127.102,2.2274,2.2314,0.1499,0,85724.61,79,quiescent,SAFE,12.0,65.85,21.417,SAFE,0
21.8,45.8,625.049,136.175,2.2427,2.2612,0.1499,0,85726.61,79,quiescent,SAFE,-6.0,626.85,21.231,SAFE,0
21.8,44.3,628.298,142.852,2.2403,2.2733,0.1499,0,85728.61,79,quiescent,SAFE,0.0,97.47,21.192,SAFE,0
22.0,44.5,634.901,138.799,2.2516,2.2653,0.1499,0,85730.61,79,quiescent,SAFE,6.0,198.09,21.417,SAFE,0
21.8,45.4,644.652,134.177,2.2588,2.2564,0.1499,0,85732.61,79,quiescent,SAFE,-6.0,292.53,21.221,SAFE,0
21.9,44.7,648.255,139.466,2.2637,2.2701,0.1499,0,85734.61,79,quiescent,SAFE,3.0,108.09,21.313,SAFE,0
22.0,44.6,633.934,135.352,2.2459,2.2516,0.1499,0,85736.61,79,quiescent,SAFE,3.0,-429.63,21.42,SAFE,0
21.9,44.2,644.057,132.657,2.2532,2.25,0.1499,0,85738.61,79,quiescent,SAFE,-3.0,303.69,21.3,SAFE,0
22.0,44.7,662.133,135.863,2.2685,2.2564,0.1499,0,85740.61,79,quiescent,SAFE,3.0,542.28,21.423,SAFE,0
21.8,45.3,658.037,135.096,2.2661,2.2524,0.1499,0,85742.61,79,quiescent,SAFE,-6.0,-122.88,21.218,SAFE,0
21.9,44.1,672.427,129.318,2.2774,2.2306,0.1499,0,85744.61,79,quiescent,SAFE,3.0,431.7,21.297,SAFE,0
21.9,45.4,644.642,133.088,2.258,2.2467,0.1499,0,85746.61,79,quiescent,SAFE,0.0,-833.55,21.331,SAFE,0
21.9,45.2,616.582,128.578,2.2363,2.2371,0.1499,0,85748.61,79,quiescent,SAFE,0.0,-841.8,21.326,SAFE,0
21.9,44.8,589.653,124.905,2.2169,2.2298,0.1499,0,85750.61,79,quiescent,SAFE,0.0,-807.87,21.315,SAFE,0
21.9,44.0,584.725,126.686,2.2097,2.229,0.1499,0,85752.61,79,quiescent,SAFE,0.0,-147.84,21.294,SAFE,0
21.8,44.4,601.113,127.77,2.221,2.2427,0.1499,0,85754.61,79,quiescent,SAFE,-3.0,491.64,21.195,SAFE,0
22.0,46.4,610.648,128.08,2.2298,2.2355,0.1499,0,85756.61,79,quiescent,SAFE,6.0,286.05,21.467,SAFE,0
21.5,44.9,601.953,125.447,2.2161,2.2258,0.1499,0,85758.61,79,quiescent,SAFE,-15.0,-260.85,20.878,SAFE,0
21.8,44.2,587.891,127.511,2.2056,2.2266,0.1499,0,85760.61,79,quiescent,SAFE,9.0,-421.86,21.19,SAFE,0
21.9,45.8,606.439,126.791,2.2266,2.2169,0.1499,0,85762.61,79,quiescent,SAFE,3.0,556.44,21.341,SAFE,0
21.7,44.3,596.396,123.849,2.2201,2.2242,0.1499,0,85764.61,79,quiescent,SAFE,-6.0,-301.29,21.082,SAFE,0
21.8,44.5,600.477,126.601,2.225,2.2395,0.1499,0,85766.61,79,quiescent,SAFE,3.0,122.43,21.198,SAFE,0
22.1,45.6,617.949,121.217,2.2338,2.2137,0.1499,0,85768.61,79,quiescent,SAFE,9.0,524.16,21.556,SAFE,0
21.7,45.2,575.331,121.702,2.1952,2.221,0.1499,0,85770.61,79,quiescent,SAFE,-12.0,-1278.54,21.106,SAFE,0
21.7,46.8,568.422,121.041,2.1976,2.2161,0.1499,0,85772.61,79,quiescent,SAFE,0.0,-207.27,21.148,SAFE,0
21.9,45.8,575.02,121.2,2.2016,2.221,0.1499,0,85774.61,79,quiescent,SAFE,6.0,197.94,21.341,SAFE,0
22.3,43.8,585.887,119.081,2.2081,2.2081,0.1499,0,85776.61,79,quiescent,SAFE,12.0,326.01,21.729,SAFE,0
21.8,44.9,591.342,117.668,2.2145,2.204,0.1499,0,85778.61,79,quiescent,SAFE,-15.0,163.65,21.208,SAFE,0
21.9,45.1,578.313,114.765,2.2008,2.1927,0.1499,0,85780.61,79,quiescent,SAFE,3.0,-390.87,21.323,SAFE,0
21.9,45.3,582.696,119.287,2.2073,2.2129,0.1499,0,85782.61,79,quiescent,SAFE,0.0,131.49,21.328,SAFE,0
22.0,44.6,579.756,120.389,2.2016,2.2105,0.1499,0,85784.61,79,quiescent,SAFE,3.0,-88.2,21.42,SAFE,0
21.7,45.7,569.43,122.767,2.1952,2.2218,0.1499,0,85786.61,79,quiescent,SAFE,-9.0,-309.78,21.119,SAFE,0
21.8,45.7,580.365,128.566,2.2089,2.2371,0.1499,0,85788.61,79,quiescent,SAFE,3.0,328.05,21.229,SAFE,0
21.5,46.2,585.927,128.238,2.2185,2.233,0.1499,0,85790.61,79,quiescent,SAFE,-9.0,166.86,20.912,SAFE,0
21.6,45.2,585.047,131.084,2.2105,2.2467,0.1499,0,85792.61,79,quiescent,SAFE,3.0,-26.4,20.996,SAFE,0
22.1,44.1,583.673,138.266,2.2105,2.2717,0.1499,0,85794.61,79,quiescent,SAFE,15.0,-41.22,21.517,SAFE,0
21.7,45.3,619.253,140.635,2.2403,2.2677,0.1499,0,85796.61,79,quiescent,SAFE,-12.0,1067.4,21.108,SAFE,0
21.7,44.7,600.995,140.02,2.2242,2.2693,0.1499,0,85798.61,79,quiescent,SAFE,0.0,-547.74,21.093,SAFE,0
21.5,45.2,604.857,140.941,2.2242,2.2725,0.1499,0,85800.61,79,quiescent,SAFE,-6.0,115.86,20.886,SAFE,0
21.9,45.5,621.274,138.105,2.233,2.2717,0.1499,0,85802.61,79,quiescent,SAFE,12.0,492.51,21.334,SAFE,0
21.9,46.5,606.046,143.556,2.2314,2.2798,0.1499,0,85804.61,79,quiescent,SAFE,0.0,-456.84,21.36,SAFE,0
21.6,45.4,612.98,148.034,2.2379,2.2903,0.1499,0,85806.61,79,quiescent,SAFE,-9.0,208.02,21.001,SAFE,0
21.7,45.7,617.606,153.402,2.2387,2.3007,0.1499,0,85808.61,79,quiescent,SAFE,3.0,138.78,21.119,SAFE,0
22.0,45.0,590.478,152.135,2.2121,2.3032,0.1499,0,85810.61,79,quiescent,SAFE,9.0,-813.84,21.431,SAFE,0
21.9,45.0,590.233,151.852,2.2169,2.2959,0.1499,0,85812.61,79,quiescent,SAFE,-3.0,-7.35,21.321,SAFE,0
22.3,46.1,589.195,151.226,2.2113,2.2975,0.1499,0,85814.61,79,quiescent,SAFE,12.0,-31.14,21.789,SAFE,0
21.4,44.9,585.798,147.455,2.2129,2.2886,0.1499,0,85816.61,79,quiescent,SAFE,-27.0,-101.91,20.768,SAFE,0
21.7,45.0,570.663,138.992,2.1968,2.2677,0.1499,0,85818.61,79,quiescent,SAFE,9.0,-454.05,21.101,SAFE,0
21.7,45.6,561.037,143.692,2.1927,2.2798,0.1499,0,85820.61,79,quiescent,SAFE,0.0,-288.78,21.116,SAFE,0
21.7,45.7,556.985,142.543,2.1895,2.2725,0.1499,0,85822.61,79,quiescent,SAFE,0.0,-121.56,21.119,SAFE,0
22.0,44.5,555.96,142.688,2.179,2.2749,0.1499,0,85824.61,79,quiescent,SAFE,9.0,-30.75,21.417,SAFE,0
21.8,44.3,573.229,141.777,2.2105,2.2741,0.1499,0,85826.61,79,quiescent,SAFE,-6.0,518.07,21.192,SAFE,0
21.9,45.4,587.325,136.714,2.2073,2.2637,0.1499,0,85828.61,79,quiescent,SAFE,3.0,422.88,21.331,SAFE,0
22.0,45.3,597.399,133.293,2.2242,2.25,0.1499,0,85830.61,79,quiescent,SAFE,3.0,302.22,21.438,SAFE,0
22.1,44.7,612.603,130.396,2.2322,2.2435,0.1499,0,85832.61,79,quiescent,SAFE,3.0,456.12,21.533,SAFE,0
22.2,45.3,591.595,131.067,2.2185,2.2443,0.1499,0,85834.61,79,quiescent,SAFE,3.0,-630.24,21.658,SAFE,0
22.2,45.7,591.194,130.007,2.2129,2.2451,0.1499,0,85836.61,79,quiescent,SAFE,0.0,-12.03,21.669,SAFE,0
22.1,45.4,616.493,129.891,2.229,2.2459,0.1499,0,85838.61,79,quiescent,SAFE,-3.0,758.97,21.551,SAFE,0
21.9,45.0,613.157,125.318,2.2363,2.221,0.1499,0,85840.61,79,quiescent,SAFE,-6.0,-100.08,21.321,SAFE,0
21.9,44.5,611.78,129.388,2.2322,2.2371,0.1499,0,85842.61,79,quiescent,SAFE,0.0,-41.31,21.308,SAFE,0
22.0,45.5,580.563,129.167,2.2073,2.2347,0.1499,0,85844.61,79,quiescent,SAFE,3.0,-936.51,21.444,SAFE,0
22.1,45.8,597.998,123.685,2.2242,2.2234,0.1499,0,85846.61,79,quiescent,SAFE,3.0,523.05,21.561,SAFE,0
22.2,46.1,591.689,123.428,2.2218,2.2218,0.1499,0,85848.61,79,quiescent,SAFE,3.0,-189.27,21.679,SAFE,0
22.0,44.4,602.352,127.516,2.2234,2.2322,0.1499,0,85850.61,79,quiescent,SAFE,-6.0,319.89,21.415,SAFE,0
21.8,44.7,599.994,125.868,2.2282,2.2347,0.1499,0,85852.61,79,quiescent,SAFE,-6.0,-70.74,21.203,SAFE,0
22.0,45.4,600.937,133.27,2.225,2.2516,0.1499,0,85854.61,79,quiescent,SAFE,6.0,28.29,21.441,SAFE,0
21.8,44.8,613.92,131.172,2.2419,2.2435,0.1499,0,85856.61,79,quiescent,SAFE,-6.0,389.49,21.205,SAFE,0
21.9,45.4,631.998,127.352,2.2508,2.233,0.1499,0,85858.61,79,quiescent,SAFE,3.0,542.34,21.331,SAFE,0
21.9,45.5,639.34,124.899,2.2556,2.2266,0.1499,0,85860.61,79,quiescent,SAFE,0.0,220.26,21.334,SAFE,0
22.3,45.2,667.139,126.929,2.2766,2.2371,0.1499,0,85862.61,79,quiescent,SAFE,12.0,833.97,21.766,SAFE,0
22.1,44.5,636.804,126.729,2.2532,2.2306,0.1499,0,85864.61,79,quiescent,SAFE,-6.0,-910.05,21.528,SAFE,0
21.8,44.4,626.54,126.621,2.2347,2.2379,0.1499,0,85866.61,79,quiescent,SAFE,-9.0,-307.92,21.195,SAFE,0
